TRAIL_NUMBER,TRAIL_NAME,TRAIL_TYPE,TRAIL_CN,BMP,EMP,SEGMENT_LENGTH,MANAGING_ORG,SECURITY_ID,NATIONAL_TRAIL_DESIGNATION,TRAIL_CLASS,TERRA_BASE_SYMBOLOGY,ACCESSIBILITY_STATUS,TRAIL_SURFACE,SURFACE_FIRMNESS,TYPICAL_TRAIL_GRADE,TYPICAL_TREAD_WIDTH,MINIMUM_TRAIL_WIDTH,TYPICAL_TREAD_CROSS_SLOPE,SPECIAL_MGMT_AREA,MVUM_SYMBOL,ALLOWED_TERRA_USE,ALLOWED_SNOW_USE,HIKER_PEDESTRIAN_MANAGED,HIKER_PEDESTRIAN_ACCPT_DISC,HIKER_PEDESTRIAN_RESTRICTED,PACK_SADDLE_MANAGED,PACK_SADDLE_ACCPT_DISC,PACK_SADDLE_RESTRICTED,BICYCLE_MANAGED,BICYCLE_ACCPT_DISC,BICYCLE_RESTRICTED,MOTORCYCLE_MANAGED,MOTORCYCLE_ACCPT_DISC,MOTORCYCLE_RESTRICTED,ATV_MANAGED,ATV_ACCPT_DISC,ATV_RESTRICTED,FOURWD_MANAGED,FOURWD_ACCPT_DISC,FOURWD_RESTRICTED,SNOWMOBILE_MANAGED,SNOWMOBILE_ACCPT_DISC,SNOWMOBILE_RESTRICTED,SNOWSHOE_MANAGED,SNOWSHOE_ACCPT_DISC,SNOWSHOE_RESTRICTED,XCOUNTRY_SKI_MANAGED,XCOUNTRY_SKI_ACCPT_DISC,XCOUNTRY_SKI_RESTRICTED,MOTOR_WATERCRAFT_RESTRICTED,NONMOTOR_WATERCRAFT_RESTRICTED,GIS_MILES,TERRA_MOTORIZED,SNOW_MOTORIZED,OBJECTID,GLOBALID,SHAPELEN
86,BLACK JACK PEAK,TERRA,5115.000331,0,4.4,4.4,10402,104,1,2,TC1-2,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.12-0.20,TW01 - <12 INCHES,NA,NA,NA,NA,321,NA,06/01-09/30,10/01-05/31 ,NA,NA,NA,NA,NA,01/01-12/31,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.973,N,NA,144023,{B8A13CE3-F6D1-417F-A504-E17348884B3A},0.0617760950
89,ANGLE POINT,TERRA,5117.000331,0,7.9,7.9,10402,104,1,2,TC1-2,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.12-0.20,TW01 - <12 INCHES,NA,NA,NA,10,4321,NA,06/01-09/30,10/01-05/31 ,NA,06/01-09/30,NA,NA,NA,01/01-12/31,NA,07/01-09/05,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.094,Y,NA,144025,{49C83D42-DCE3-46EA-B41D-A1D790D7713A},0.1455025930
77,HELLER SIMMONS DIVIDE,TERRA,5109.000331,0,5,5,10402,104,1,2,TC1-2,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,9,4321,NA,06/01-09/30,10/01-05/31 ,NA,06/01-09/30,NA,NA,NA,01/01-12/31,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.409,Y,NA,144027,{B1104255-6E5C-40AD-8AF0-79BEB47A2944},0.0809662220
86A,BLACK JACK OHV,TERRA,427000000000.000000,0,2.1,2.1,10402,104,1,2,TC1-2,NA,NATIVE MATERIAL,NA,0.05-0.08,TW07 - 60-96 INCHES,NA,NA,NA,7,54321,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.077,Y,NA,144030,{8D8628C5-BEB4-4287-8E39-27B4CA207E5E},0.0376780970
77,HELLER SIMMONS DIVIDE,TERRA,5109.000331,5,6.4,1.4,10402,104,1,2,TC1-2,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,9,4321,NA,06/01-09/30,10/01-05/31 ,NA,06/01-09/30,NA,NA,NA,01/01-12/31,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.209,Y,NA,144031,{A34AA557-5242-4419-BD3E-73C768C5F42C},0.0240558310
761D,RUTLEDGE CR. SPUR 3 OHV,TERRA,431000000000.000000,0,1.47,1.47,10402,104,1,2,TC1-2,NA,NATIVE MATERIAL,NA,0.05-0.08,TW07 - 60-96 INCHES,NA,NA,NA,7,54321,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.423,Y,NA,144032,{BFF3B32E-0B70-4136-BB3C-A6C5BC00A9CA},0.0243956060
284,INDIAN PEAK,TERRA,5169.000331,0,4.7,4.7,10402,104,1,2,TC1-2,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.10-0.12,TW03 - 18-24 INCHES,NA,NA,NA,9,4321,NA,06/01-09/30,10/01-05/31 ,NA,06/01-09/30,NA,NA,NA,01/01-12/31,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.307,Y,NA,144033,{E7B95411-719E-4661-BE04-A177E2C017B7},0.0783813640
22,INDEPENDENCE CREEK NRT,TERRA,5559.000331,5.5,13.7,8.2,10403,104,2,3,TC3,NA,NATIVE MATERIAL,NA,0.08-0.10,TW03 - 18-24 INCHES,NA,NA,NA,9,4321,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,01/01-12/31,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.050,Y,NA,144034,{DB98BBC4-63FC-4875-A226-80515BABD756},0.1497065140
234,HELLS CANYON,TERRA,5217.000331,0,4.2,4.2,10403,104,1,3,TC3,NA,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,9,4321,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,01/01-12/31,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.254,Y,NA,144035,{DFE326B2-F655-48C5-9D2A-A93B1852722A},0.0789073460
1562,SOUTH CANFIELD OHV,TERRA,210000000000.000000,0,7.4,7.4,10403,104,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.10-0.12,NA,NA,NA,NA,7,54321,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.816,Y,NA,144037,{33912B65-11B8-4BFC-810B-9DF5616DE726},0.1256705810
2320,SKITWISH RIDGE ATV,TERRA,206000000000.000000,0,5.4,5.4,10403,104,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.08-0.10,NA,NA,NA,NA,7,54321,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.453,Y,NA,144039,{C45FA660-5656-47F6-8619-801A1021DC4D},0.0954041620
1590,CASCADE CONNECTION OHV,TERRA,264000000000.000000,0,6.48,6.48,10403,104,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.10-0.12,NA,NA,NA,NA,7,54321,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.682,Y,NA,144040,{E3F3171F-BAFB-444B-A045-7B7C62D09ED0},0.1281610080
132,MORRIS CREEK,TERRA,5323.000331,0,3.5,3.5,10406,104,1,3,TC3,NA,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,NA,1,NA,06/01-09/30,10/01-05/31 ,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.123,N,NA,144042,{B9D39023-CFC5-426F-A756-ED6ECDFBC06F},0.0586069740
66,DERR CREEK,TERRA,5304.000331,0,3.1,3.1,10406,104,1,1,TC1-2,NA,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,9,4321,NA,06/01-09/30,10/01-05/31 ,NA,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.831,Y,NA,144043,{9A8D2267-14ED-459E-BA07-2913BB310132},0.0504640870
554,GEM LAKE,TERRA,5353.000331,0,1.4,1.4,10406,104,1,3,TC3,NA,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,NA,321,NA,06/01-09/30,10/01-05/31 ,NA,NA,NA,NA,NA,01/01-12/31,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.350,N,NA,144044,{7EA4319D-7878-4676-91CF-3C25BA624B2C},0.0250335420
57,TROUT PEAK,TERRA,5295.000331,0,2.8,2.8,10406,104,1,2,TC1-2,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,NA,321,NA,NA,01/01-12/31 ,NA,07/01-11/15,NA,NA,NA,01/01-12/31,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.067,N,NA,144045,{6879DDFA-CB45-4373-BF22-E45B140E51B9},0.0383135310
63,BEETOP RIDGE,TERRA,5301.000331,0,2,2,10406,104,1,1,TC1-2,NA,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,NA,321,NA,06/01-09/30,10/01-05/31 ,NA,06/01-09/30,NA,NA,NA,01/01-12/31,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.941,N,NA,144046,{450213F9-C4DF-4AF5-8E52-1C7762729D65},0.0356583840
1424,GREY GULCH OHV,TERRA,425000000000.000000,0,2.54,2.54,10402,104,1,2,TC1-2,NA,NATIVE MATERIAL,NA,0.05-0.08,TW07 - 60-96 INCHES,NA,NA,NA,7,54321,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.567,Y,NA,144049,{B88DB046-5C98-4499-844B-A8E5FB45306B},0.0431380270
1405,FURLONG OHV,TERRA,425000000000.000000,0,7.34,7.34,10402,104,1,2,TC1-2,NA,NATIVE MATERIAL,NA,0.05-0.08,TW07 - 60-96 INCHES,NA,NA,NA,7,54321,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.350,Y,NA,144050,{07257FE4-4572-42E8-972D-DCE5532D5347},0.1332716820
1445,TANGLEFOOT OHV,TERRA,425000000000.000000,0,0.8,0.8,10402,104,1,2,TC1-2,NA,NATIVE MATERIAL,NA,0.05-0.08,TW07 - 60-96 INCHES,NA,NA,NA,7,54321,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.969,Y,NA,144051,{1B3E14E3-E0BF-4375-AFB1-C0FE3356E5C2},0.0174110690
1449,STONY BUTTE OHV,TERRA,425000000000.000000,0,6.2,6.2,10402,104,1,2,TC1-2,NA,NATIVE MATERIAL,NA,0.05-0.08,TW07 - 60-96 INCHES,NA,NA,NA,NA,54321,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.733,Y,NA,144052,{7303071C-3AEA-4427-9121-EB0038BDE03E},0.1067780700
1435A,SNOWLINE OHV,TERRA,425000000000.000000,0,0.55,0.55,10402,104,1,2,TC1-2,NA,NATIVE MATERIAL,NA,0.05-0.08,TW07 - 60-96 INCHES,NA,NA,NA,7,54321,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.610,Y,NA,144053,{2922D84E-F996-4747-9CAC-66137DC9B4F3},0.0114792300
141,HORSESHOE LOOP,TERRA,5141.000331,0,5.5,5.5,10402,104,1,2,TC1-2,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.12-0.20,TW02 - 12-18 INCHES,NA,NA,NA,NA,321,NA,06/01-09/30,10/01-05/31 ,NA,06/01-09/30,NA,NA,NA,01/01-12/31,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.651,N,NA,144054,{5DA6BF93-7D06-4CAB-A538-1B4B5E6043FE},0.0904103430
2485,TUNGSTEN OHV,TERRA,1460000000000.000000,0,2,2,10407,104,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,NA,54321,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.834,Y,NA,144055,{FC0166B1-0112-42E2-B422-F49275BE8B10},0.0340492290
23A,TUNGSTEN HILL,TERRA,297000000000.000000,0,0.61,0.61,10407,104,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,9,4321,NA,06/01-09/30,10/01-05/31 ,NA,06/01-09/30,NA,NA,NA,01/01-12/31 ,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.646,Y,NA,144056,{70A774BF-314F-4D22-8FC0-F7AE43798D2B},0.0112042810
185,SNOW LAKE,TERRA,5422.000331,0,5,5,10407,104,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,NA,321,NA,06/01-09/30,10/01-05/31 ,NA,06/01-09/30,NA,NA,NA,01/01-12/31 ,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.222,N,NA,144057,{F172096D-C3FA-4735-9246-476DE3C6F6FB},0.0708309080
203,PARKER LAKE,TERRA,5427.000331,0,0.7,0.7,10407,104,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,NA,321,NA,06/01-09/30,10/01-05/31 ,NA,06/01-09/30,NA,NA,NA, 01/01-12/31,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.664,N,NA,144058,{E4FD9A02-8DD6-4C54-9181-DB5303C204B4},0.0100535290
111,BRANCH NORTH GOLD CREEK,TERRA,5317.000331,0,2.84,2.84,10406,104,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,10,4321,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,01/01-12/31,NA,11/05-09/18,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.753,Y,NA,144059,{5F55C801-2D0E-4C28-97E9-88ABDF16698E},0.0461537800
113,KICKBUSH,TERRA,5318.000331,0,5.4,5.4,10406,104,1,2,TC1-2,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,9,4321,NA,06/01-09/30,10/01-05/31 ,NA,NA,NA,NA,NA,01/01-12/31,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.379,Y,NA,144060,{46C7AF04-2DFD-4421-9180-E4FBE12CB20D},0.0974079650
120,BEETOP-ROUNDTOP,TERRA,5321.000331,0,19.1,19.1,10406,104,1,3,TC3,NA,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,NA,321,NA,06/01-09/30,10/01-05/31 ,NA,06/01-09/30,NA,NA,NA,01/01-12/31,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.017,N,NA,144061,{F0AF3CDF-7DA8-408E-9565-906DDC6A21A3},0.3312113750
135,GOAT MOUNTAIN,TERRA,5325.000331,0,3.8,3.8,10406,104,1,1,TC1-2,NA,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,NA,1,NA,06/01-09/30,10/01-05/31 ,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.409,N,NA,144062,{62D4CCD4-9EF2-4156-93A9-EE415DA16AA5},0.0861414780
1184,EAST FORK CREEK,TERRA,553000000000.000000,0,1.4,1.4,10406,104,1,2,TC1-2,NA,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,NA,321,NA,06/01-09/30,10/01-05/31 ,NA,06/01-09/30,NA,NA,NA,01/01-12/31,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.372,N,NA,144063,{FADA3134-0633-4267-827D-769C78897BA7},0.0272531880
452,LARCH MOUNTAIN,TERRA,5232.000331,2.6,9.2,6.6,10403,104,1,3,TC3,NA,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,9,4321,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,01/01-12/31,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.650,Y,NA,144064,{14BB0A75-C7A9-4C6E-954F-3B030AA79321},0.1185691360
56,DEVIL PEAK,TERRA,5561.000331,0,5.4,5.4,10403,104,1,2,TC1-2,NA,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,9,4321,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,01/01-12/31,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.270,Y,NA,144065,{9D225C5B-E00A-48E2-926D-B93924A5F895},0.0689807620
800,4TH OF JULY PASS OHV,TERRA,41243010359.000000,0,14.877,14.88,10403,104,1,3,TC3,ACCESSIBLE,NATIVE MATERIAL,NA,0.05-0.08,TW03 - 18-24 INCHES,NA,NA,NA,NA,54321,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,01/01-12/31,NA,NA,04/01-09/05,NA,04/01-09/05,NA,NA,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.069,Y,NA,144066,{610CE509-2615-4CAD-B491-B2E94151FA38},0.2599763990
1280,MALIN PEAK OHV,TERRA,425000000000.000000,0,5.58,5.58,10402,104,1,2,TC1-2,NA,NATIVE MATERIAL,NA,0.05-0.08,TW07 - 60-96 INCHES,NA,NA,NA,7,54321,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.587,Y,NA,144067,{0FFC11BB-E9DA-4E5F-94AB-20B61F4807B8},0.1025965260
1435C,SNOWLINE OHV,TERRA,425000000000.000000,0,0.19,0.19,10402,104,1,2,TC1-2,NA,NATIVE MATERIAL,NA,0.05-0.08,TW07 - 60-96 INCHES,NA,NA,NA,7,54321,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.141,Y,NA,144068,{03E4FE3C-4AE4-4491-964C-CF95464A1078},0.0026794930
1431A,WEST FORK ALPINE OHV,TERRA,425000000000.000000,0,0.71,0.71,10402,104,1,2,TC1-2,NA,NATIVE MATERIAL,NA,0.05-0.08,TW07 - 60-96 INCHES,NA,NA,NA,7,54321,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.589,Y,NA,144069,{AB4CD576-63A0-40B7-BD99-FCC31A3090BC},0.0102812860
1433A,NORTH POINT OHV,TERRA,431000000000.000000,0,0.08,0.08,10402,104,1,2,TC1-2,NA,NATIVE MATERIAL,NA,0.05-0.08,TW07 - 60-96 INCHES,NA,NA,NA,7,54321,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078,Y,NA,144070,{E7411A56-6310-44C4-9984-D0929253923C},0.0010806080
3723,QUARTZ-HAGGERTY OHV,TERRA,432000000000.000000,0,5.1,5.1,10402,104,1,2,TC1-2,NA,NATIVE MATERIAL,NA,0.05-0.08,TW07 - 60-96 INCHES,NA,NA,NA,7,54321,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.080,Y,NA,144071,{E2C5F3DD-F725-404D-B45E-3B0B5A8E59A3},0.0928076710
3683B,FUZZY OHV,TERRA,428000000000.000000,0,0.24,0.24,10402,104,1,2,TC1-2,NA,NATIVE MATERIAL,NA,0.05-0.08,TW07 - 60-96 INCHES,NA,NA,NA,7,54321,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253,Y,NA,144072,{2A0CE022-0B20-4AC1-B3D2-E89D3DB062A6},0.0039633100
49,ST. JOE LAKE,TERRA,5091.000331,5.7,6.1,0.4,10402,104,1,2,TC1-2,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,NA,321,NA,06/01-09/30,10/01-05/31 ,NA,06/01-09/30,NA,NA,NA,01/01-12/31,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.363,N,NA,144073,{7BD45E60-01B6-4BC7-9F01-CE917DDB0BA1},0.0072617510
49B,UPPER ST JOE LAKE,TERRA,268000000000.000000,0,0.4,0.4,10402,104,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.10-0.12,TW05 - 36-48 INCHES,NA,NA,NA,NA,321,NA,06/01-09/30,10/01-05/31 ,NA,06/01-09/30,NA,NA,NA,01/01-12/31,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.343,N,NA,144074,{6BC0DBCF-D429-44C6-A17E-43480355ACF4},0.0060891700
40,SURVEYOR'S RIDGE,TERRA,5086.000331,8.2,9.3,1.1,10402,104,1,2,TC1-2,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,NA,321,NA,06/01-09/30,10/01-05/31 ,NA,06/01-09/30,NA,NA,NA,01/01-12/31,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.016,N,NA,144075,{9CBECB9E-DA2D-4812-B001-4E4193574852},0.0176512670
3683,FUZZY OHV,TERRA,428000000000.000000,0,1.7,1.7,10402,104,1,2,TC1-2,NA,NATIVE MATERIAL,NA,0.05-0.08,TW07 - 60-96 INCHES,NA,NA,NA,7,54321,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.740,Y,NA,144076,{E22EC15F-2D5F-4F67-A52E-C2B1E61B24C7},0.0298711740
3566,SHOEPACK EXTRA OHV,TERRA,428000000000.000000,0,1.49,1.49,10402,104,1,2,TC1-2,NA,NATIVE MATERIAL,NA,0.05-0.08,TW07 - 60-96 INCHES,NA,NA,NA,7,54321,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,01/01-12/31,NA,NA,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.614,Y,NA,144077,{DFC82A3E-4BDC-415A-A6F2-76136142FAAF},0.0287950140
50,LITTLE N. FK.CLEARWATER,TERRA,5092.000331,0,18,18,10402,104,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.08-0.10,TW03 - 18-24 INCHES,NA,NA,NA,NA,321,NA,06/01-09/30,10/01-05/31 ,NA,06/01-09/30,NA,NA,NA,01/01-12/31,NA,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,01/01-12/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.653,N,NA,144078,{FE391A15-F0F8-4AE6-B98B-EE601B0296D3},0.2813364790
