TRAIL_NUMBER,TRAIL_NAME,TRAIL_TYPE,TRAIL_CN,BMP,EMP,SEGMENT_LENGTH,MANAGING_ORG,SECURITY_ID,NATIONAL_TRAIL_DESIGNATION,TRAIL_CLASS,TERRA_BASE_SYMBOLOGY,ACCESSIBILITY_STATUS,TRAIL_SURFACE,SURFACE_FIRMNESS,TYPICAL_TRAIL_GRADE,TYPICAL_TREAD_WIDTH,MINIMUM_TRAIL_WIDTH,TYPICAL_TREAD_CROSS_SLOPE,SPECIAL_MGMT_AREA,MVUM_SYMBOL,ALLOWED_TERRA_USE,ALLOWED_SNOW_USE,HIKER_PEDESTRIAN_MANAGED,HIKER_PEDESTRIAN_ACCPT_DISC,HIKER_PEDESTRIAN_RESTRICTED,PACK_SADDLE_MANAGED,PACK_SADDLE_ACCPT_DISC,PACK_SADDLE_RESTRICTED,BICYCLE_MANAGED,BICYCLE_ACCPT_DISC,BICYCLE_RESTRICTED,MOTORCYCLE_MANAGED,MOTORCYCLE_ACCPT_DISC,MOTORCYCLE_RESTRICTED,ATV_MANAGED,ATV_ACCPT_DISC,ATV_RESTRICTED,FOURWD_MANAGED,FOURWD_ACCPT_DISC,FOURWD_RESTRICTED,SNOWMOBILE_MANAGED,SNOWMOBILE_ACCPT_DISC,SNOWMOBILE_RESTRICTED,SNOWSHOE_MANAGED,SNOWSHOE_ACCPT_DISC,SNOWSHOE_RESTRICTED,XCOUNTRY_SKI_MANAGED,XCOUNTRY_SKI_ACCPT_DISC,XCOUNTRY_SKI_RESTRICTED,MOTOR_WATERCRAFT_RESTRICTED,NONMOTOR_WATERCRAFT_RESTRICTED,GIS_MILES,TERRA_MOTORIZED,SNOW_MOTORIZED,OBJECTID,GLOBALID,SHAPELEN
600X,ELIOT GLACIER,TERRA,5048.004901,0,0.15,0.15,60606,606,1,1,TC1-2,NA,NATIVE MATERIAL,NA,0.08-0.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148,NA,NA,227316,{59CB90CF-F30A-4B39-A32B-7B2389DC5AAA},0.0024065750
2000,PACIFIC CREST NATIONAL SCENIC,TERRA,5023.004591,71.3,72.1,0.8,60609,606,3,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.08-0.10,TW02 - 12-18 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.772,NA,NA,227317,{861FB7F9-0BDD-4326-B63F-674E9A1700C2},0.0157781510
414,STARVATION RIDGE,TERRA,1880000000000.000000,3.125,3.275,0.15,60606,606,1,2,TC1-2,NA,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148,NA,NA,227318,{DF085805-B273-4FAF-8132-7D88F87C0FF5},0.0023421890
600M,MCNEIL POINT,TERRA,5047.004901,0,0.88,0.88,60606,606,1,1,TC1-2,NA,NATIVE MATERIAL,NA,0.05-0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.888,NA,NA,227319,{AF37606B-F8D5-43A5-8D23-F47E14F536BC},0.0153284620
576C,MCCUBBINS GULCH 576: FLATS,TERRA,458000000000.000000,0,0.78,0.78,60601,606,1,3,TC3,NA,NATIVE MATERIAL,NA,0.00-0.05,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.777,NA,NA,227320,{AF0B4E65-2EB1-463B-B59B-1279EDF2950C},0.0144158210
2000,PACIFIC CREST NATIONAL SCENIC,TERRA,5023.004591,88.9,101.1,12.2,60606,606,3,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.08-0.10,TW02 - 12-18 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.444,NA,NA,227321,{A76F6B2A-7CF1-4EF1-A58B-24422792284C},0.2059907130
2000,PACIFIC CREST NATIONAL SCENIC,TERRA,5023.004591,48.6,49,0.4,60606,606,3,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.08-0.10,TW02 - 12-18 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.390,NA,NA,227322,{7995D517-5B54-48A3-9780-6C242F3E655D},0.0076763890
2000,PACIFIC CREST NATIONAL SCENIC,TERRA,5023.004591,49,53.6,4.6,60606,606,3,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.08-0.10,TW02 - 12-18 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.773,NA,NA,227323,{6526BAF1-A611-45F5-80F8-9E4039B42149},0.0733176070
2000,PACIFIC CREST NATIONAL SCENIC,TERRA,5023.004591,0,2.9,2.9,61804,606,3,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.08-0.10,TW02 - 12-18 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.974,NA,NA,227324,{E2ADB05A-8ECF-4B7D-9826-B43FD533354E},0.0479160930
423,NORTH LAKE,TERRA,5026.004901,0,1.4,1.4,60606,606,1,1,TC1-2,NA,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.423,NA,NA,227325,{2D0127CF-BA21-4804-9C14-307045058258},0.0251708640
423A,RAINY LAKE,TERRA,5044.004901,0,0.55,0.55,60606,606,1,1,TC1-2,NA,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.545,NA,NA,227326,{1F7134AB-666E-4F4D-8371-8322F42772B3},0.0083423810
2000,PACIFIC CREST NATIONAL SCENIC,TERRA,5023.004591,9.3,12.4,3.1,60605,606,3,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.08-0.10,TW02 - 12-18 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.201,NA,NA,227327,{1C706AE0-D810-462A-91A7-2E9FE2B46247},0.0501330770
2000,PACIFIC CREST NATIONAL SCENIC,TERRA,5023.004591,74.5,75.8,1.3,60609,606,3,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.08-0.10,TW02 - 12-18 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.342,NA,NA,227328,{FFFC6C48-6304-4DB2-976D-1C3DCE1B64C1},0.0210304070
900,ROCK CREEK 900,TERRA,484000000000.000000,0,3.1,3.1,60601,606,1,3,TC3,NA,NATIVE MATERIAL,NA,0.00-0.05,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.155,NA,NA,227329,{4F0B0B83-6120-457E-AC2D-6ADD739218FD},0.0516229290
600T5,TIMBERLINE LODGE T5,TERRA,1880000000000.000000,0,0.1207,0.12,60609,606,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127,NA,NA,227330,{6D9CAF5B-67A9-44C4-8B75-AAD4ECF589F9},0.0018072770
600T2,TIMBERLINE LODGE T2,TERRA,1880000000000.000000,0,0.1211,0.12,60609,606,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118,NA,NA,227331,{96128593-345A-4853-816E-9386FFF2C3B7},0.0023176390
600X,ELIOT GLACIER,TERRA,5048.004901,0.15,1,0.85,60606,606,1,1,TC1-2,NA,NATIVE MATERIAL,NA,0.08-0.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.843,NA,NA,227332,{1DE8652C-BC42-470F-913C-00B3FE7F6E72},0.0133713040
576A,MCCUBBINS 576A: CAMPGRND LOOP,TERRA,457000000000.000000,0,1.4,1.4,60601,606,1,3,TC3,NA,NATIVE MATERIAL,NA,0.00-0.05,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.428,NA,NA,227333,{90C7F5DC-A2FC-4C05-A08C-BC26EB76C1FA},0.0245359670
2000,PACIFIC CREST NATIONAL SCENIC,TERRA,5023.004591,36,42.99,6.99,60609,606,3,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.08-0.10,TW02 - 12-18 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.110,NA,NA,227334,{DA465146-8E0C-4384-BD96-EABC7F3B8D44},0.1184430670
600T1B,TIMBERLINE LODGE T1B,TERRA,1880000000000.000000,0,0.0526,0.05,60609,606,1,4,TC4-5,NOT ACCESSIBLE,IMPORTED COMPACTED MATERIAL,NA,0.12-0.20,TW04 - 24-36 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051,NA,NA,227335,{C530E57B-CBF8-4004-B349-B0B4A410C77E},0.0010263940
2000,PACIFIC CREST NATIONAL SCENIC,TERRA,5023.004591,75.8,84.2,8.4,60609,606,3,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.08-0.10,TW02 - 12-18 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.555,NA,NA,227336,{D62DD48F-838B-4D1C-9AD1-0E5A44B49AFB},0.1420108430
625,MAZAMA,TERRA,5050.004901,0.33,2.8,2.47,60606,606,1,1,TC1-2,NA,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.487,NA,NA,227337,{373FC8C8-2DE9-44A4-B1F1-D9443BA82358},0.0424687070
575,MCCUBBINS 575: POWERLINE,TERRA,457000000000.000000,0,8.9,8.9,60601,606,1,3,TC3,NA,NATIVE MATERIAL,NA,0.00-0.05,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.807,NA,NA,227338,{BED1704D-2270-4D92-B1A8-69C73733ABE5},0.1654163830
2000,PACIFIC CREST NATIONAL SCENIC,TERRA,5023.004591,35.4,36,0.6,60605,606,3,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.08-0.10,TW02 - 12-18 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.603,NA,NA,227339,{79BB1BAF-4E48-4B57-A15F-68EB28A30882},0.0104785640
588,MCCUBBINS 588: MINERAL JANE,TERRA,455000000000.000000,0,1.3,1.3,60601,606,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.00-0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.252,NA,NA,227340,{C39E26B9-58C0-45B1-B142-D4CDABA6D6C9},0.0250925980
2000,PACIFIC CREST NATIONAL SCENIC,TERRA,5023.004591,54.1,56.2,2.1,60609,606,3,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.08-0.10,TW02 - 12-18 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.165,NA,NA,227341,{F5372921-FB2E-4987-A796-007B8AE0AF62},0.0341670550
2000,PACIFIC CREST NATIONAL SCENIC,TERRA,5023.004591,58.5,59.8,1.3,60609,606,3,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.08-0.10,TW02 - 12-18 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.276,NA,NA,227342,{57A84E66-6BB4-48D3-923F-468E23730839},0.0244278670
2000,PACIFIC CREST NATIONAL SCENIC,TERRA,5023.004591,84.2,88.9,4.7,60606,606,3,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,NA,0.08-0.10,TW02 - 12-18 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.767,NA,NA,227343,{342290CA-AF35-4A72-9AF2-B8C3B55D6F2B},0.0806454950
626,VISTA RIDGE,TERRA,5051.004901,0,0.4,0.4,60606,606,1,1,TC1-2,NA,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.384,NA,NA,227344,{F087993F-6162-4E21-8F5D-E2F5EF874DF4},0.0073168750
915,ROCK CREEK 915,TERRA,484000000000.000000,0,0.7,0.7,60601,606,1,3,TC3,NA,NATIVE MATERIAL,NA,0.00-0.05,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.724,NA,NA,227345,{4A70FE3C-257C-4758-8BA9-863E3C0F9F4F},0.0122620880
575A,MCCUBBINS 575A: KENTS,TERRA,484000000000.000000,0,0.8,0.8,60601,606,1,3,TC3,NA,NATIVE MATERIAL,NA,0.00-0.05,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.858,NA,NA,227346,{62E99C0D-85F6-48A2-9159-AA29028002F9},0.0143654290
908,ROCK CREEK 908,TERRA,484000000000.000000,0,0.7,0.7,60601,606,1,3,TC3,NA,NATIVE MATERIAL,NA,0.00-0.05,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.678,NA,NA,227347,{2A051251-B2BA-4D0B-AA1A-F9115E6492F5},0.0137284100
902,ROCK CREEK 902,TERRA,484000000000.000000,0,3.25,3.25,60601,606,1,3,TC3,NA,NATIVE MATERIAL,NA,0.00-0.05,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.351,NA,NA,227348,{869014A4-F495-40CA-9FCA-124F09DF7A08},0.0523908890
919,ROCK CREEK 919,TERRA,484000000000.000000,0,2.6,2.6,60601,606,1,3,TC3,NA,NATIVE MATERIAL,NA,0.00-0.05,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.532,NA,NA,227349,{411AE879-1145-47DA-AC83-8B919956B493},0.0498238080
592,MCCUBBINS 592,TERRA,484000000000.000000,0,1.8,1.8,60601,606,1,3,TC3,NA,NATIVE MATERIAL,NA,0.00-0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.794,NA,NA,227350,{7B0383A0-D76E-4B73-8067-FC37A576CB85},0.0341501590
801,LADEE 801,TERRA,484000000000.000000,0,3.4,3.4,60605,606,1,3,TC3,NA,NATIVE MATERIAL,NA,0.00-0.05,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.858,NA,NA,227351,{DCC39AB2-C63D-48AE-B53C-80AB87669F66},0.0351912090
911,ROCK CREEK 911,TERRA,484000000000.000000,0,4.3,4.3,60601,606,1,3,TC3,NA,NATIVE MATERIAL,NA,0.00-0.05,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.196,NA,NA,227352,{2C3A6339-1D62-440C-A209-41F324F72AD2},0.0807631270
576D,MCCUBBINS 576D: PEGGY,TERRA,484000000000.000000,0,0.45,0.45,60601,606,1,3,TC3,NA,NATIVE MATERIAL,NA,0.00-0.05,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.446,NA,NA,227353,{365A6227-49FA-496E-BF50-0BC972D16005},0.0077565650
909,ROCK CREEK 909,TERRA,484000000000.000000,0,2.35,2.35,60601,606,1,3,TC3,NA,NATIVE MATERIAL,NA,0.00-0.05,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.330,NA,NA,227354,{CF6CD19B-DDB2-4E56-AEAB-226096F1C3AD},0.0433220760
586,MCCUBBINS 586,TERRA,484000000000.000000,0,3.13,3.13,60601,606,1,3,TC3,NA,NATIVE MATERIAL,NA,0.00-0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.115,NA,NA,227355,{166C7A86-D7E3-4BCF-9760-44EFAADD6F14},0.0566418470
575C,MCCUBBINS 576C: DB,TERRA,484000000000.000000,0,0.4,0.4,60601,606,1,3,TC3,NA,NATIVE MATERIAL,NA,0.00-0.05,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.426,NA,NA,227356,{BD00F45C-B558-403F-9A70-D574917B3BA5},0.0080193250
906,ROCK CREEK 906,TERRA,484000000000.000000,0,0.67,0.67,60601,606,1,3,TC3,NA,NATIVE MATERIAL,NA,0.00-0.05,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.699,NA,NA,227357,{07BB2A20-4F24-44BB-849D-6C44744178B4},0.0107962190
755,CROSSTOWN,TERRA,5129.004901,0,2.7,2.7,60609,606,1,3,TC3,NA,NATIVE MATERIAL,NA,0.05-0.08,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.713,NA,NA,227358,{F521FE4E-2094-4E02-A6F1-E897307DD0D3},0.0496591700
647B,ELK MEADOWS BLUEGRASS TIE,TERRA,5086.004901,0,0.33,0.33,60606,606,1,1,TC1-2,NA,NATIVE MATERIAL,NA,0.05-0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.313,NA,NA,227360,{E286F35B-3386-41F1-AAA2-E3712EB43A8B},0.0064226860
766,FLAG MOUNTAIN,TERRA,5133.004901,0,1.9,1.9,60609,606,1,2,TC1-2,NA,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.952,NA,NA,227361,{85131923-0F8A-4BDA-83B2-A9885DEEEA7F},0.0346493070
630,PINNACLE RIDGE,TERRA,5053.004901,0.6884,1.8038,1.12,60606,606,1,1,TC1-2,NA,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.131,NA,NA,227362,{10E17197-C9C4-40CC-9582-9536E9444C97},0.0206172020
742,SALMON RIVER,TERRA,5126.004901,0,0.75,0.75,60609,606,1,3,TC3,NA,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.768,NA,NA,227363,{0414F9E1-4356-41B1-9415-AB6D64915B1F},0.0124596370
655,OLD SKYLINE,TERRA,5055.004901,1.6,3.5,1.9,60606,606,1,2,TC1-2,NA,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.854,NA,NA,227364,{D99DE875-2385-4DA6-867C-D4337CE7B672},0.0352404580
631,ELK COVE,TERRA,5054.004901,0,2.6,2.6,60606,606,1,1,TC1-2,NA,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.395,NA,NA,227365,{4FF730D9-7221-4B8C-A2E1-551B047A9C90},0.0432151740
490A,CAMAS,TERRA,5184.004901,1,2.45,1.45,60601,606,1,3,TC3,NA,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.433,NA,NA,227366,{60F7EB00-49E6-4883-8B4C-1BB1F20EE4BF},0.0264723800
631,ELK COVE,TERRA,5054.004901,2.6,5,2.4,60606,606,1,1,TC1-2,NA,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.265,NA,NA,227367,{19C528EB-1456-4CC3-93BD-E9AC3A4F7334},0.0370398360
627,MCGEE CREEK,TERRA,5052.004901,0.44,1.58,1.14,60606,606,1,2,TC1-2,NA,NATIVE MATERIAL,NA,0.12-0.20,TW03 - 18-24 INCHES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.183,NA,NA,227368,{784B970B-0C45-44AE-912E-1D73841D14E1},0.0181330720
