TRAIL_NO,TRAIL_NAME,TRAIL_TYPE,TRAIL_CN,BMP,EMP,SEGMENT_LENGTH,ADMIN_ORG,MANAGING_ORG,SECURITY_ID,ATTRIBUTESUBSET,NATIONAL_TRAIL_DESIGNATION,TRAIL_CLASS,TERRA_BASE_SYMBOLOGY,ACCESSIBILITY_STATUS,TRAIL_SURFACE,SURFACE_FIRMNESS,TYPICAL_TRAIL_GRADE,TYPICAL_TREAD_WIDTH,MINIMUM_TRAIL_WIDTH,TYPICAL_TREAD_CROSS_SLOPE,SPECIAL_MGMT_AREA,MVUM_SYMBOL,ALLOWED_TERRA_USE,ALLOWED_SNOW_USE,HIKER_PEDESTRIAN_MANAGED,HIKER_PEDESTRIAN_ACCPT_DISC,HIKER_PEDESTRIAN_RESTRICTED,PACK_SADDLE_MANAGED,PACK_SADDLE_ACCPT_DISC,PACK_SADDLE_RESTRICTED,BICYCLE_MANAGED,BICYCLE_ACCPT_DISC,BICYCLE_RESTRICTED,MOTORCYCLE_MANAGED,MOTORCYCLE_ACCPT_DISC,MOTORCYCLE_RESTRICTED,ATV_MANAGED,ATV_ACCPT_DISC,ATV_RESTRICTED,FOURWD_MANAGED,FOURWD_ACCPT_DISC,FOURWD_RESTRICTED,SNOWMOBILE_MANAGED,SNOWMOBILE_ACCPT_DISC,SNOWMOBILE_RESTRICTED,SNOWSHOE_MANAGED,SNOWSHOE_ACCPT_DISC,SNOWSHOE_RESTRICTED,XCOUNTRY_SKI_MANAGED,XCOUNTRY_SKI_ACCPT_DISC,XCOUNTRY_SKI_RESTRICTED,MOTOR_WATERCRAFT_MANAGED,MOTOR_WATERCRAFT_ACCPT_DISC,MOTOR_WATERCRAFT_RESTRICTED,NONMOTOR_WATERCRAFT_MANAGED,NONMOTOR_WATERCRAFT_ACCPT_DISC,NONMOTOR_WATERCRAFT_RESTRICTED,GIS_MILES,TERRA_MOTORIZED,SNOW_MOTORIZED,WATER_MOTORIZED,OBJECTID,GLOBALID,SHAPELEN
912,SWAMP CREEK,TERRA,5321.000781,1.5472,1.5682,0.021,11407,11407,114,TrailNFS_MGMT,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,,8-10%,TW02 - 12-18 INCHES,,,IRA - INVENTORIED ROADLESS AREA,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31 ,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.021,N,,,376157,{C416E888-62C2-458A-AAD4-D4C704B5D4A0},0.00033751
912,SWAMP CREEK,TERRA,5321.000781,0.3163,0.3759,0.0596,11407,11407,114,TrailNFS_MGMT,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,,5-8%,TW02 - 12-18 INCHES,,,,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31 ,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.061,N,,,376158,{A1D30725-AAA5-4AB4-9BBC-768F7924BB7E},0.000948718
1099,STEVENS CREEK,TERRA,5316.000781,0.33,3.4,3.07,11407,11407,114,TrailNFS_MGMT,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,IRA - INVENTORIED ROADLESS AREA,9,4321,,06/01-10/31,11/01-05/31,,06/01-10/31,,,,01/01-12/31,,01/01-12/31,,,,,01/01-12/31,,,01/01-12/31,,02/01-04/30 ,,,,,,,,,,,,,,2.996,Y,,,376159,{6F5E92BD-A4F8-4CE9-A664-E8156833C1BC},0.055582952
1083,STEVENS RIDGE,TERRA,5313.000781,2.36,2.39,0.03,11407,11407,114,TrailNFS_MGMT,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,IRA - INVENTORIED ROADLESS AREA,9,4321,,01/01-12/31,,,01/01-12/31,,,,01/01-12/31,,01/01-12/31,,,,,01/01-12/31,,,01/01-12/31,,01/01-12/31 ,,,,,,,,,,,,,,0.026,Y,,,376160,{B7A2F3BE-6957-4036-A4C7-D773AF82EFF5},0.000591847
912,SWAMP CREEK,TERRA,5321.000781,1.43,1.4693,0.0393,11407,11407,114,TrailNFS_MGMT,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,,8-10%,TW02 - 12-18 INCHES,,,IRA - INVENTORIED ROADLESS AREA,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31 ,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.04,N,,,376161,{4B236B41-6A8C-44FB-AF6B-13559F3FEF99},0.000585423
1019,HAMILTON GULCH,TERRA,5304.000781,0.2,0.86,0.66,11407,11407,114,TrailNFS_MGMT,1,2,TC1-2,NOT ACCESSIBLE,NATIVE MATERIAL,,12-20%,TW02 - 12-18 INCHES,,,IRA - INVENTORIED ROADLESS AREA,,21,,06/01-10/31,11/01-05/31,,,,,,,01/01-12/31 ,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.839,N,,,376162,{E7883B3A-1374-45F5-91C5-C666FF2CC774},0.018130144
912,SWAMP CREEK,TERRA,5321.000781,1.5682,1.6477,0.0795,11407,11407,114,TrailNFS_MGMT,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,,8-10%,TW02 - 12-18 INCHES,,,IRA - INVENTORIED ROADLESS AREA,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31 ,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.083,N,,,376163,{B9FE97C4-ADB9-4070-8E0E-64B1B5A0ADE7},0.001187938
912,SWAMP CREEK,TERRA,5321.000781,3.9294,4.2652,0.3358,11407,11407,114,TrailNFS_MGMT,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,,10-12%,TW02 - 12-18 INCHES,,,IRA - INVENTORIED ROADLESS AREA,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31 ,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.335,N,,,376164,{41CE1FE3-0D8A-40B7-B33F-9A530B08D09A},0.00591673
912,SWAMP CREEK,TERRA,5321.000781,4.2652,4.3,0.0348,11407,11407,114,TrailNFS_MGMT,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,,10-12%,TW02 - 12-18 INCHES,,,IRA - INVENTORIED ROADLESS AREA,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31 ,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.034,N,,,376165,{A46C2A8C-33F2-463F-A32F-CAA8C17D80AA},0.000653183
1083,STEVENS RIDGE,TERRA,5313.000781,3.21,3.46,0.25,11407,11407,114,TrailNFS_MGMT,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,9,4321,,01/01-12/31,,,01/01-12/31,,,,01/01-12/31,,01/01-12/31,,,,,01/01-12/31,,,01/01-12/31,,01/01-12/31 ,,,,,,,,,,,,,,0.22,Y,,,376166,{5A4C41A1-9AD1-431A-A993-A122AFA62032},0.004727409
70,GIEBLER/LOST SOUL DIVIDE,TERRA,5392.000781,3.87,5.494,1.624,11405,11405,114,TrailNFS_MGMT,1,2,TC1-2,,NATIVE MATERIAL,,12-20%,TW02 - 12-18 INCHES,,,,,321,,05/01-11/30,12/01-04/30,,05/01-11/30,,,,06/01-10/15 ,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,1.575,N,,,376167,{B649D202-9454-4568-B306-1428FFC93CD2},0.033094796
372,WILLIAMS/ WHITEFISH,TERRA,5378.000781,0.15,0.89,0.74,11403,11403,114,TrailNFS_MGMT,1,3,TC3,,NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,321,,07/01-10/31,11/01-06/30,,07/01-10/31,,,,01/01-12/31,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,01/01-12/31 ,,,,,,,,,,,,,,0.508,N,,,376168,{0C4888AC-B386-475A-95F5-AAF1B281875A},0.007279589
108,HOUGHTON/COLONITE,TERRA,5403.000781,0.13,0.54,0.41,11405,11405,114,TrailNFS_MGMT,1,3,TC3,,NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,9,4321,,05/01-11/30,12/01-04/30,,,,,,06/01-11/30 ,,,01/01-12/31 ,,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.486,Y,,,376169,{F83F486D-77DA-4FA4-B874-324A6128BF03},0.007215555
513,MOUNT VERNON/SPAR PEAK,TERRA,5384.000781,0,0.65,0.65,11404,11404,114,TrailNFS_MGMT,1,3,TC3,,NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,IRA - INVENTORIED ROADLESS AREA,,21,,06/01-10/31,11/01-05/31,,,,,,,01/01-12/31 ,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.585,N,,,376170,{9FD529D9-2276-41BF-840D-79C5A935E8FF},0.012353122
881,SIMS CREEK,TERRA,5400.000781,0,0.05,0.05,11407,11407,114,TrailNFS_MGMT,1,2,TC1-2,NOT ACCESSIBLE,NATIVE MATERIAL,,12-20%,TW02 - 12-18 INCHES,,,,,321,,01/01-12/31,,,,,,,01/01-12/31 ,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.036,N,,,376171,{AE107FBD-DE2B-4427-B6B2-F699EEFB2B6C},0.000781917
SNO5932,UPPER WHITETAIL SNOWMOBILE,SNOW,1.60423E+12,6.133,9.27,3.137,11404,11404,114,TrailNFS_MGMT,1,4,,NOT ACCESSIBLE,SNOW,,5-8%,,,,,,,321,,,,,,,,,,,,,,,,,,,12/01-04/30,,,,01/01-12/31,,,01/01-12/31,,,,,,,,3.162,,Y,,376172,{50F9064B-BA7A-4853-85BF-1E2635B89002},0.056726076
912,SWAMP CREEK,TERRA,5321.000781,3.2292,3.403,0.1738,11407,11407,114,TrailNFS_MGMT,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,,8-10%,TW02 - 12-18 INCHES,,,IRA - INVENTORIED ROADLESS AREA,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31 ,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.178,N,,,376173,{185DA207-18A6-4912-B90C-EEB771E46DFF},0.002773024
912,SWAMP CREEK,TERRA,5321.000781,5.6563,5.7841,0.1278,11407,11407,114,TrailNFS_MGMT,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,,5-8%,TW02 - 12-18 INCHES,,,,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31 ,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.132,N,,,376174,{1608A667-0C27-49AC-A7E1-B6FB48FF2937},0.001972509
912,SWAMP CREEK,TERRA,5321.000781,0.5606,0.68,0.1194,11407,11407,114,TrailNFS_MGMT,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,,0-5%,TW02 - 12-18 INCHES,,,,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31 ,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.121,N,,,376175,{FD501E87-85C5-4A07-A530-59E5717AE5AB},0.002002189
70,GIEBLER/LOST SOUL DIVIDE,TERRA,5392.000781,0.223,0.403,0.18,11405,11401,114,TrailNFS_MGMT,1,3,TC3,,NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,321,,05/01-11/30,12/01-04/30,,05/01-11/30,,,,06/01-10/15 ,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.186,N,,,376176,{78E9391D-EA54-400C-97F1-CECAE1AD557E},0.002972702
1021,WEST FORK DRY CREEK,TERRA,5408.000781,4.98,7.2,2.22,11407,11407,114,TrailNFS_MGMT,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,321,,06/01-10/31,11/01-05/31,,06/01-10/31,,,,01/01-12/31,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,12/01-04/30 ,,,,,,,,,,,,,,2.197,N,,,376177,{7291EC9C-3A55-4182-8DB2-1819E1DA259E},0.039714281
356,ZIEGLER MOUNTAIN,TERRA,5406.000781,0,2.21,2.21,11405,11405,114,TrailNFS_MGMT,1,3,TC3,,NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,9,4321,,05/01-11/30,12/01-04/30,,,,,,06/01-10/31 ,,,01/01-12/31 ,,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,1.322,Y,,,376178,{F267FA19-4C3B-4BF8-931C-860C3BDB0D5A},0.02147457
912,SWAMP CREEK,TERRA,5321.000781,3.5871,3.8456,0.2585,11407,11407,114,TrailNFS_MGMT,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,,10-12%,TW02 - 12-18 INCHES,,,IRA - INVENTORIED ROADLESS AREA,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31 ,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.26,N,,,376179,{71B85A5E-175E-4633-B0D8-FCE31FF803BF},0.004496897
70,GIEBLER/LOST SOUL DIVIDE,TERRA,5392.000781,8.096,8.784,0.688,11405,11405,114,TrailNFS_MGMT,1,2,TC1-2,,NATIVE MATERIAL,,12-20%,TW02 - 12-18 INCHES,,,IRA - INVENTORIED ROADLESS AREA,,321,,05/01-11/30,12/01-04/30,,05/01-11/30,,,,06/01-10/15 ,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.665,N,,,376180,{83E8E09B-18A8-40F1-A440-36BB74AD04E3},0.01418066
912,SWAMP CREEK,TERRA,5321.000781,1.6477,1.8886,0.2409,11407,11407,114,TrailNFS_MGMT,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,,8-10%,TW02 - 12-18 INCHES,,,IRA - INVENTORIED ROADLESS AREA,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31 ,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.246,N,,,376181,{51707AE2-DF23-442A-99F7-8EB33D2C46FA},0.003898227
1019,HAMILTON GULCH,TERRA,5304.000781,0,0.02,0.02,11407,11407,114,TrailNFS_MGMT,1,2,TC1-2,NOT ACCESSIBLE,NATIVE MATERIAL,,12-20%,TW02 - 12-18 INCHES,,,IRA - INVENTORIED ROADLESS AREA,,21,,06/01-10/31,11/01-05/31,,,,,,,01/01-12/31 ,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.025,N,,,376182,{9C280525-5158-4DFE-81B6-C044948353D1},0.000569358
912,SWAMP CREEK,TERRA,5321.000781,10.178,10.242,0.064,11407,11407,114,TrailNFS_MGMT,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,,5-8%,TW02 - 12-18 INCHES,,,,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31 ,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.065,N,,,376183,{940DB65D-6DF7-4D48-93F6-9BD354583D39},0.00108933
249,LITTLE NORTH FORK BIG CREEK,TERRA,5363.000781,3.1888,3.6174,0.4286,11401,11401,114,TrailNFS_MGMT,1,3,TC3,,NATIVE MATERIAL,,5-8%,TW03 - 18-24 INCHES,,,,,321,,06/01-10/31,11/01-05/31,,,,,,06/01-10/31,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.396,N,,,376184,{075C5F0B-42AD-45B6-9FBB-004819146B25},0.007069937
912,SWAMP CREEK,TERRA,5321.000781,1.9104,1.9519,0.0415,11407,11407,114,TrailNFS_MGMT,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,,8-10%,TW02 - 12-18 INCHES,,,IRA - INVENTORIED ROADLESS AREA,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31 ,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.041,N,,,376185,{616F02F8-57F1-4065-9395-411810FA18EF},0.000745035
1083,STEVENS RIDGE,TERRA,5313.000781,2.39,3.21,0.82,11407,11407,114,TrailNFS_MGMT,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,IRA - INVENTORIED ROADLESS AREA,9,4321,,01/01-12/31,,,01/01-12/31,,,,01/01-12/31,,01/01-12/31,,,,,01/01-12/31,,,01/01-12/31,,01/01-12/31 ,,,,,,,,,,,,,,0.729,Y,,,376186,{119EAFA0-3C15-42C3-8E7B-011BA115E48E},0.015168198
1077,SMEADS BENCH,TERRA,5311.000781,0.63,0.79,0.16,11407,11407,114,TrailNFS_MGMT,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,9,4321,,,06/01-10/30 ,,06/01-10/30,,,,01/01-12/31,,01/01-12/31,,,,,01/01-12/31,,,01/01-12/31,,12/01-04/30 ,,,,,,,,,,,,,,0.114,Y,,,376187,{E2B7FAF1-E768-4651-A7CF-F081BDA66D8E},0.002145433
912,SWAMP CREEK,TERRA,5321.000781,8.22,8.8907,0.6707,11407,11407,114,TrailNFS_MGMT,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,,5-8%,TW02 - 12-18 INCHES,,,,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31 ,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.683,N,,,376188,{E6551CC2-0ECF-4887-889A-124842E91BC0},0.010935267
467,TONY PEAK,TERRA,5186.000781,0.72,2.08,1.36,11405,11405,114,TrailNFS_MGMT,1,3,TC3,,NATIVE MATERIAL,,5-8%,TW03 - 18-24 INCHES,,,,,321,,06/01-11/30,12/01-05/31,,,,,,01/01-12/31,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,1.082,N,,,376189,{6FE48607-1F13-40C9-A54C-C0020ECEBD46},0.0232689
SNO5932,UPPER WHITETAIL SNOWMOBILE,SNOW,1.60423E+12,0,6.133,6.133,11404,11404,114,TrailNFS_MGMT,1,4,,NOT ACCESSIBLE,SNOW,,5-8%,,,,,,,321,,,,,,,,,,,,,,,,,,,12/01-04/30,,,,01/01-12/31,,,01/01-12/31,,,,,,,,6.207,,Y,,376190,{EFE2D65E-B41F-4D16-B3DA-FB40C30745EF},0.109346699
912,SWAMP CREEK,TERRA,5321.000781,1.5027,1.5472,0.0445,11407,11407,114,TrailNFS_MGMT,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,,8-10%,TW02 - 12-18 INCHES,,,IRA - INVENTORIED ROADLESS AREA,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31 ,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.045,N,,,376191,{D856FE68-8A41-4E10-B765-1BC1452F1406},0.000751537
1077,SMEADS BENCH,TERRA,5311.000781,0,0.63,0.63,11407,11407,114,TrailNFS_MGMT,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,9,4321,,,06/01-10/30 ,,06/01-10/30,,,,01/01-12/31,,01/01-12/31,,,,,01/01-12/31,,,01/01-12/31,,12/01-04/30 ,,,,,,,,,,,,,,0.447,Y,,,376192,{0ACA8F19-8241-42CA-9BAC-3D967807E46D},0.008557462
912,SWAMP CREEK,TERRA,5321.000781,5.7841,6.4148,0.6307,11407,11407,114,TrailNFS_MGMT,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,,12-20%,TW02 - 12-18 INCHES,,,,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31 ,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.648,N,,,376193,{370DF3AF-458A-4E1F-BED7-CB1560BBC3E1},0.009893046
912,SWAMP CREEK,TERRA,5321.000781,3.403,3.4771,0.0741,11407,11407,114,TrailNFS_MGMT,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,,8-10%,TW02 - 12-18 INCHES,,,IRA - INVENTORIED ROADLESS AREA,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31 ,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.077,N,,,376194,{432FD0DC-9C3E-4A21-AF81-5CFCB08404C5},0.001135816
912,SWAMP CREEK,TERRA,5321.000781,0,0.1364,0.1364,11407,11407,114,TrailNFS_MGMT,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,,12-20%,TW02 - 12-18 INCHES,,,,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31 ,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.128,N,,,376195,{2B46E5EA-62D0-4424-AB0D-A9EF39559345},0.002834381
249,LITTLE NORTH FORK BIG CREEK,TERRA,5363.000781,3.83,5,1.17,11401,11401,114,TrailNFS_MGMT,1,3,TC3,,NATIVE MATERIAL,,5-8%,TW03 - 18-24 INCHES,,,,,321,,06/01-10/31,11/01-05/31,,,,,,06/01-10/31,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,1.111,N,,,376196,{E7C498EE-FABA-4BA6-8308-1AB7C575C720},0.01730934
513,MOUNT VERNON/SPAR PEAK,TERRA,5384.000781,3.1,3.986,0.886,11404,11404,114,TrailNFS_MGMT,1,3,TC3,,NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,21,,06/01-10/31,11/01-05/31,,,,,,,01/01-12/31 ,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.8,N,,,376197,{3F2F34E3-7488-4E9B-B4F8-BF6879ABA341},0.016676748
996,BULL RIVER CAMPGROUND FISHING,TERRA,1.87768E+12,0,0.5,0.5,11407,11407,114,TrailNFS_MGMT,1,3,TC3,,NATIVE MATERIAL,,0-5%,,,,,,321,,01/01-12/31,,,,,,,01/01-12/31,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.541,N,,,376198,{4BC14C77-CDE6-4A57-B588-90B86E7CC256},0.008220555
108,HOUGHTON/COLONITE,TERRA,5403.000781,2.59,2.7,0.11,11405,11405,114,TrailNFS_MGMT,1,3,TC3,,NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,9,4321,,05/01-11/30,12/01-04/30,,,,,,06/01-11/30 ,,,01/01-12/31 ,,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.128,Y,,,376199,{5A72F918-7385-4A48-977C-417872DC3A16},0.00211727
912,SWAMP CREEK,TERRA,5321.000781,1.4242,1.43,0.0058,11407,11407,114,TrailNFS_MGMT,1,3,TC3,NOT ACCESSIBLE,NATIVE MATERIAL,,8-10%,TW02 - 12-18 INCHES,,,IRA - INVENTORIED ROADLESS AREA,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31 ,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.005,N,,,376200,{E0727042-3AB7-4858-AA66-2E8779C52547},7.51E-05
226,SHAFER/BIG CREEK BALDY,TERRA,5171.000781,5.16,7.8,2.64,11405,11405,114,TrailNFS_MGMT,1,3,TC3,,NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,321,,05/01-11/30,12/01-04/30,,06/01-10/31,,,,01/01-12/31,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,2.468,N,,,376201,{4D63DE4F-3AE7-49C5-B7E1-A528563EEC3F},0.036798989
932,ENGLE LAKE,TERRA,5292.000781,1.36,1.4,0.04,11407,11407,114,TrailNFS_MGMT,1,3,TC3,,NATIVE MATERIAL,,20-30%,TW03 - 18-24 INCHES,,,IRA - INVENTORIED ROADLESS AREA,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31 ,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.041,N,,,376202,{F4C4C2D5-6FBA-486A-A51B-4D2396198AC3},0.000751871
932,ENGLE LAKE,TERRA,5292.000781,1.4,3.5,2.1,11407,11407,114,TrailNFS_MGMT,1,3,TC3,,NATIVE MATERIAL,,20-30%,TW03 - 18-24 INCHES,,,,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31 ,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,2.086,N,,,376203,{D28A5BB3-76AF-4A70-ADB6-EC494E240E8B},0.038235562
932,ENGLE LAKE,TERRA,5292.000781,1.14,1.36,0.22,11407,11407,114,TrailNFS_MGMT,1,3,TC3,,NATIVE MATERIAL,,20-30%,TW03 - 18-24 INCHES,,,IRA - INVENTORIED ROADLESS AREA,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31 ,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.219,N,,,376204,{7EA99055-CF2C-4237-B6CB-04B48FED0048},0.004031049
932,ENGLE LAKE,TERRA,5292.000781,0,0.31,0.31,11407,11407,114,TrailNFS_MGMT,1,3,TC3,,NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,21,,01/01-12/31,,,01/01-12/31,,,,,01/01-12/31 ,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.319,N,,,376205,{8DEA5DB1-3510-4FFE-8A0A-6F894E897484},0.004937573
305,DAVIS CREEK,TERRA,5377.000781,0.41,0.5,0.09,11403,11403,114,TrailNFS_MGMT,1,3,TC3,,NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,321,,06/01-10/31,11/01-05/31,,06/01-10/31,,,,01/01-12/31,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,01/01-12/31 ,,,,,,,,,,,,,,0.083,N,,,376206,{8D05AD13-C50A-49B1-BF6E-9A07D0FF34B6},0.001729867
466,ALLEN PEAK,TERRA,5244.000781,0,0.53,0.53,11405,11405,114,TrailNFS_MGMT,1,3,TC3,,NATIVE MATERIAL,,12-20%,TW03 - 18-24 INCHES,,,,,321,,06/01-11/30,12/01-05/31,,,,,,01/01-12/31,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.448,N,,,376207,{0283DA5E-1F1C-4801-8BCE-D8902E2A8D1D},0.006291028
279,WARLAND RIDGE,TERRA,5227.000781,8.7854,9.16,0.3746,11405,11405,114,TrailNFS_MGMT,1,3,TC3,,NATIVE MATERIAL,,12-20%,TW02 - 12-18 INCHES,,,,,321,,05/01-11/30,12/01-04/30,,05/01-11/30,,,,01/01-12/31,,,,01/01-12/31,,,01/01-12/31,,,01/01-12/31,,,,,,,,,,,,,,,,0.324,N,,,376208,{0EB91B19-D68C-4CD0-B5DC-57DF826A42DB},0.006748431
